Publication Date,Title,URL
2016-05-16T13:44:33Z,British Airways considers ditching free food in economy class,https://www.theguardian.com/business/2016/may/16/british-airways-food-economy-class-short-haul
2016-05-16T13:26:45Z,Chinese bank buys secret London vault which can store $80bn of gold,https://www.theguardian.com/business/2016/may/16/barclays-sell-london-bullion-vault-to-chinese-bank-gold
2016-05-16T13:01:28Z,HSBC starts laying off 840 IT staff in UK,https://www.theguardian.com/business/2016/may/16/hsbc-job-losses-840-it-staff-uk
2016-05-16T09:03:30Z,FTSE falters on Chinese data while British Land warns on Brexit,https://www.theguardian.com/business/marketforceslive/2016/may/16/ftse-falters-on-chinese-data-while-british-land-warns-on-brexit
2016-05-16T07:38:26Z,Potentially explosive batch of Australian-grown tinned tomatoes recalled,https://www.theguardian.com/business/2016/may/16/potentially-explosive-batch-of-australian-grown-tinned-tomatoes-recalled
2016-05-16T06:00:28Z,Game Digital reveals 'significant’ reduction in credit insurance cover,https://www.theguardian.com/business/2016/may/16/game-digital-significant-reduction-credit-insurance-cover
2016-05-16T06:00:28Z,Banks await decision on proposals to cap overdraft charges,https://www.theguardian.com/business/2016/may/16/banks-await-decision-proposals-cap-overdraft-charges
2016-05-16T01:22:02Z,We need to talk about inflation – the great debate missing from this election campaign | Greg Jericho,https://www.theguardian.com/business/grogonomics/2016/may/16/we-need-to-talk-about-inflation-the-great-debate-missing-from-this-election-campaign
2016-05-17T21:20:06Z,Climate change: Australia's big banks urged to reject new loans for coal projects,https://www.theguardian.com/business/2016/may/18/australia-climate-change-big-four-banks-urged-to-reject-new-loans-for-coal-projects
2016-05-17T18:59:34Z,Standard Life chairman says boardroom pay is too high,https://www.theguardian.com/business/2016/may/17/standard-life-chairman-says-boardroom-pay-is-too-high
2016-05-17T18:26:14Z,BHS rescue: bidders include Sports Direct and Matalan founder,https://www.theguardian.com/business/2016/may/17/bhs-rescue-bidders-include-sports-direct-and-matalan-founder
2016-05-17T17:37:49Z,Big Four banks benefit from regulator's featherlight approach,https://www.theguardian.com/business/nils-pratley-on-finance/2016/may/17/big-four-banks-benefit-from-regulators-featherlight-approach
2016-05-17T17:01:24Z,UK inflation down as air fares fall,https://www.theguardian.com/business/2016/may/17/uk-inflation-falls-more-than-expected-air-fares-clothes-cars
2016-05-17T16:49:54Z,"UK inflation rate falls to 0.3%, but US prices jump – as it happened",https://www.theguardian.com/business/live/2016/may/17/oil-50-uk-us-inflation-report-business-live
2016-05-17T15:35:30Z,Costs of overdrafts to fall as part of UK banks overhaul,https://www.theguardian.com/business/2016/may/17/overdrafts-costs-to-fall-as-part-of-overhaul-of-uk-banks-cma
2016-05-17T13:59:45Z,Land Securities sells £1.1bn of UK assets over Brexit risk,https://www.theguardian.com/business/2016/may/17/land-securities-sells-11bn-of-uk-assets-brexit-risk
2016-05-17T12:18:14Z,Premier Foods says sales rises are a sign it will thrive independently,https://www.theguardian.com/business/2016/may/17/premier-foods-mr-kipling-says-sales-rises-sign-thrive-independently
2016-05-17T11:57:18Z,Vodafone returns to annual growth for first time in eight years,https://www.theguardian.com/business/2016/may/17/vodafone-returns-annual-growth-first-time-eight-years-mobile-phone-operator
2016-05-17T11:20:18Z,Sluggish UK economy likely to hold back inflation,https://www.theguardian.com/business/economics-blog/2016/may/17/sluggish-uk-economy-likely-to-hold-back-inflation
2016-05-17T10:30:00Z,"Amid Western drought, Oregon county to vote on Nestlé bottling public water",https://www.theguardian.com/business/2016/may/17/nestle-bottled-water-oregon-measure-14-55
2016-05-17T10:07:34Z,AstraZeneca climbs after positive asthma treatment results,https://www.theguardian.com/business/marketforceslive/2016/may/17/astrazeneca-climbs-after-positive-asthma-treatment-results
2016-05-17T08:43:03Z,FTSE 100 climbs nearly 1% with Taylor Wimpey leading the way,https://www.theguardian.com/business/marketforceslive/2016/may/17/ftse-100-climbs-nearly-1-with-taylor-wimpey-leading-the-way
2016-05-17T00:46:55Z,Is Australia headed for a recession? And how credible is John Symond’s warning?,https://www.theguardian.com/business/2016/may/17/is-australia-headed-for-a-recession-and-how-credible-is-john-symonds-warning
2016-05-18T20:19:25Z,"Glencore zinc mine must be shut down, say traditional owners",https://www.theguardian.com/business/2016/may/19/glencore-zinc-mine-must-be-shut-down-say-traditional-owners
2016-05-18T20:09:49Z,US Fed says June hike possible; UK employment hits record high - as it happened,https://www.theguardian.com/business/live/2016/may/18/markets-us-rate-hike-talk-uk-unemployment-report-business-live
2016-05-18T19:30:04Z,Shareholders revolt over executive pay at Foxtons and Paddy Power Betfair,https://www.theguardian.com/business/2016/may/18/shareholders-revolt-executive-pay-foxtons-paddy-power-betfair-agms
2016-05-18T19:23:06Z,Sports Direct's Mike Ashley outbid on BHS,https://www.theguardian.com/business/2016/may/18/sports-directs-mike-ashley-outbid-on-bhs
2016-05-18T19:02:18Z,"Interest rates could rise as soon as June, Federal Reserve suggests",https://www.theguardian.com/business/2016/may/18/interest-rates-increase-federal-reserve-economy-brexit-china
2016-05-18T18:50:58Z,Christopher Bailey: from Burberry chief executive to chief hatchet man,https://www.theguardian.com/business/nils-pratley-on-finance/2016/may/18/christopher-bailey-burberry-chief-executive-chief-hatchet-man
2016-05-18T18:24:07Z,M&S abandons plan to open flagship store in Amsterdam,https://www.theguardian.com/business/2016/may/18/marks-and-spencer-abandons-plan-store-amsterdam
2016-05-18T18:04:02Z,Licence to drill: Centrica awarded rights to explore Barents Sea,https://www.theguardian.com/business/2016/may/18/licence-to-drill-centrica-awarded-rights-to-explore-barents-sea
2016-05-18T17:35:24Z,Burberry to cut jobs and product range to save £100m a year after profit fall,https://www.theguardian.com/business/2016/may/18/burberry-cut-jobs-product-range-save-100m-a-year-profit-fall
2016-05-18T16:46:25Z,European commission delays decision on Spain and Portugal deficits,https://www.theguardian.com/business/2016/may/18/european-commission-spain-portugal-budget-deficits-pierre-moscovici
2016-05-18T16:03:51Z,Rangers say they are ending retail contract with Sports Direct,https://www.theguardian.com/business/2016/may/18/rangers-announce-termination-retail-merchandise-deal-sports-direct
2016-05-18T14:14:48Z,Mitsubishi president steps down over test-fixing scandal,https://www.theguardian.com/business/2016/may/18/mitsubishi-president-steps-down-over-test-fixing-scandal
2016-05-18T13:41:01Z,SSE profits reignite row over energy prices,https://www.theguardian.com/business/2016/may/18/sse-sheds-370000-customers-gas-prices-profits-competition
2016-05-18T12:38:34Z,JD Wetherspoon launches price war with 99p tea and coffee,https://www.theguardian.com/business/2016/may/18/jd-wetherspoon-99p-tea-and-coffee-pubs-uk
2016-05-18T12:34:19Z,UK job numbers boosted by women delaying retirement,https://www.theguardian.com/business/2016/may/18/uk-job-numbers-boosted-by-women-delaying-retirement-lydia-ons-employment-rate
2016-05-18T12:04:14Z,"UK's labour market has boomed, but what about productivity and wages?",https://www.theguardian.com/business/economics-blog/2016/may/18/uk-labour-market-productivity-wages-employment-rate
2016-05-18T12:01:11Z,UK and EU urged to act on Chinese steel dumping after US raises duty on imports,https://www.theguardian.com/business/2016/may/18/uk-and-eu-urged-to-act-on-chinese-steel-dumping-after-us-hikes-duty-on-imports
2016-05-18T10:35:50Z,Household finances 'under most pressure in 22 months',https://www.theguardian.com/business/2016/may/18/household-finances-under-most-pressure-in-22-months-markit
2016-05-18T09:47:32Z,Housebuilders gain more ground after Taylor Wimpey update,https://www.theguardian.com/business/marketforceslive/2016/may/18/housebuilders-gain-more-ground-after-taylor-wimpey-update
2016-05-18T08:46:18Z,FTSE falls on mining weakness but Arm edges higher after $350m Apical deal,https://www.theguardian.com/business/marketforceslive/2016/may/18/ftse-falls-on-mining-weakness-but-arm-edges-higher-after-350m-deal
2016-05-18T06:17:03Z,Gas exporters would have to pass 'national interest test' under Labor plan,https://www.theguardian.com/business/2016/may/18/gas-exporters-would-have-to-pass-national-interest-test-under-labor-plan
2016-05-18T04:47:38Z,Wages grow at slowest rate for 20 years as another rate cut looms,https://www.theguardian.com/business/2016/may/18/wages-grow-at-slowest-rate-for-20-years-as-another-rate-cut-looms
2016-05-19T23:01:24Z,Energy schemes to add £100 to UK household bills within five years,https://www.theguardian.com/business/2016/may/20/energy-schemes-subsidies-uk-household-bills
2016-05-19T18:52:24Z,Race to acquire BHS enters final stages with Matalan tycoon ahead,https://www.theguardian.com/business/2016/may/19/bhs-rescue-matalan-tycoon
2016-05-19T18:21:43Z,A rise in US interest rates may come sooner than we thought,https://www.theguardian.com/business/nils-pratley-on-finance/2016/may/19/a-rise-in-us-interest-rates-may-come-sooner-than-we-thought
2016-05-19T17:51:47Z,Bank of England may need to cut interest rates even if UK stays in EU,https://www.theguardian.com/business/2016/may/19/bank-of-england-interest-rates-cut-eu-referendum-remain-vote
2016-05-19T17:25:54Z,Markets hit by fears of US June rate hike – as it happened,https://www.theguardian.com/business/live/2016/may/19/markets-us-rate-hike-uk-retail-sales-live
2016-05-19T17:17:40Z,Thomas Cook shares fall as terror fears take toll on key destinations,https://www.theguardian.com/business/2016/may/19/thomas-cook-shares-fall-terror-fears-turkey-tunisia-egypt
2016-05-19T16:51:20Z,Britvic to change recipes for more of its drinks to avoid sugar tax,https://www.theguardian.com/business/2016/may/19/britvic-change-recipes-sugar-tax-profit-rise
2016-05-19T14:29:12Z,Bayer in talks to buy GM food company Monsanto,https://www.theguardian.com/business/2016/may/19/bayer-gm-foods-monsato-talks-deal
2016-05-19T12:39:05Z,Asda sales fall for seventh quarter in a row,https://www.theguardian.com/business/2016/may/19/asda-sales-fall-for-seventh-quarter-in-a-row
2016-05-19T12:18:11Z,"UK retail sales may be up, but customers aren't spending more money",https://www.theguardian.com/business/economics-blog/2016/may/19/uk-retail-sales-customer-spending-manufacturing
2016-05-19T11:46:27Z,Harry Potter magic helps conjure up profit rise at Bloomsbury,https://www.theguardian.com/business/2016/may/19/harry-potter-book-sales-bloomsbury-profit-rise-jk-rowling
2016-05-19T10:27:26Z,"First-time buyers would benefit from Brexit, says Moody's",https://www.theguardian.com/business/2016/may/19/first-time-buyers-brexit-moodys-eu-referendum
2016-05-19T10:22:09Z,Retail sales revival allays fears of Brexit jitters,https://www.theguardian.com/business/2016/may/19/retail-sales-revival-allays-fears-of-brexit-jitters-march-figures
2016-05-19T09:06:03Z,Rolls-Royce falls 3% on reports SFO extends investigation to Nigeria,https://www.theguardian.com/business/marketforceslive/2016/may/19/rolls-royce-falls-3-on-reports-sfo-extends-investigation-to-nigeria
2016-05-19T08:47:41Z,"Coalition will struggle to achieve budget surplus, warn finance experts",https://www.theguardian.com/business/2016/may/19/coalition-will-struggle-to-achieve-budget-surplus-warn-finance-experts
2016-05-19T08:40:30Z,"FTSE falls on US rate rise hints, with mining shares down but banks higher",https://www.theguardian.com/business/marketforceslive/2016/may/19/ftse-falls-on-us-rate-rise-hints-with-mining-shares-down-but-banks-higher
2016-05-19T06:32:47Z,Worsening economies threaten to undo gains against poverty – ILO,https://www.theguardian.com/business/2016/may/17/worsening-economies-gains-against-poverty-ilo-un-developing-world-better-jobs
2016-05-19T01:01:31Z,The real story about growth and why we don't need to worry about bracket creep | Greg Jericho,https://www.theguardian.com/business/grogonomics/2016/may/19/the-real-story-about-growth-and-why-we-dont-need-to-worry-about-bracket-creep
2016-05-20T18:04:00Z,US corporate giants hoarding more than a trillion dollars,https://www.theguardian.com/business/2016/may/20/us-corporate-giants-hoarding-over-a-trillion-dollars-apple-microsoft-google
2016-05-20T17:13:30Z,UK manufacturing boosted by pick-up in food and drink output,https://www.theguardian.com/business/2016/may/20/uk-manufacturing-boosted-food-and-drink-production
2016-05-20T17:11:40Z,EU commissioner Moscovici: no 'plan B' on Brexit – as it happened,https://www.theguardian.com/business/blog/live/2016/may/20/asian-stock-markets-rally-ahead-of-g7-meeting-business-live
2016-05-20T16:51:44Z,Co-op bank says bonus rules could mean higher salaries and costs,https://www.theguardian.com/business/2016/may/20/co-op-bank-says-bonus-rules-could-mean-higher-salaries-and-costs
2016-05-20T16:04:50Z,Goldman Sachs and Deutsche Bank shareholders revolt against pay deals,https://www.theguardian.com/business/2016/may/20/deutsche-bank-shareholders-vote-against-pay-plan-for-bosses
2016-05-20T15:18:31Z,Danish retailer Tiger eating up competition on Britain's high streets,https://www.theguardian.com/business/2016/may/20/danish-retailer-tiger-eating-up-competition-uk-high-street
2016-05-20T12:11:22Z,"Tesco Bank boss Benny Higgins spent more than £18,000 on taxis",https://www.theguardian.com/business/2016/may/20/tesco-bank-boss-benny-higgins-spent-more-than-18000-pounds-on-taxis
2016-05-20T10:48:14Z,Moss Bros lifted by positive update,https://www.theguardian.com/business/marketforceslive/2016/may/20/moss-bros-lifted-by-positive-update
2016-05-20T09:34:30Z,Eurostar sales fall after terror attacks in Europe,https://www.theguardian.com/business/2016/may/20/eurostar-sales-fall-after-terror-attacks-in-europe
2016-05-20T09:08:54Z,"FTSE on track for biggest rise for five weeks, as Aberdeen climbs on bid talk",https://www.theguardian.com/business/marketforceslive/2016/may/20/ftse-on-track-for-biggest-rise-for-five-weeks-as-aberdeen-climbs-on-bid-talk
2016-05-20T08:25:29Z,France airs fears over London Stock Exchange merger with Deutsche Börse,https://www.theguardian.com/business/2016/may/20/france-airs-fears-over-london-stock-exchange-merger-with-deutsche-borse
2016-05-20T06:45:10Z,Ladbrokes/Coral merger may force sale of up to 400 betting shops,https://www.theguardian.com/business/2016/may/20/ladbrokes-coral-merger-sale-of-up-to-400-betting-shops
2016-05-20T06:00:33Z,Osborne's focus on UK's deficit deters scrutiny of his weak economic plan,https://www.theguardian.com/business/economics-blog/2016/may/20/george-osborne-uk-economy-deficit-economic-plan-spending-labour
2016-05-20T01:48:59Z,Telstra apologises for fourth internet outage in four months,https://www.theguardian.com/business/2016/may/20/telstra-apologises-for-fourth-internet-outage-in-four-months
2016-05-21T15:00:16Z,Green really is the new black as Big Oil gets a taste for renewables,https://www.theguardian.com/business/2016/may/21/oil-majors-investments-renewable-energy-solar-wind
2016-05-21T15:00:16Z,Co-op hopes to leave the past behind with revival of its classic 60s look,https://www.theguardian.com/business/2016/may/21/co-op-hopes-leave-past-behind-classic-60s-look
2016-05-21T11:00:12Z,'Tom Perez has guts': US labor secretary being eyed as Clinton's running mate,https://www.theguardian.com/business/2016/may/21/tom-perez-labor-secretary-hillary-clinton
2016-05-21T10:00:11Z,'Scottish optimist' at Monsanto helm battles Bayer takeover bid and protests,https://www.theguardian.com/business/2016/may/21/monsanto-ceo-hugh-grant-bayer-takeover-protests
2016-05-22T17:45:05Z,UK property executive drawn into violent African mine dispute,https://www.theguardian.com/business/2016/may/22/uk-property-executive-drawn-into-violent-african-mine-dispute
2016-05-22T17:36:18Z,MP urges City regulator to impose caps on overdraft charges,https://www.theguardian.com/business/2016/may/22/mp-urges-city-regulator-to-impose-caps-on-overdraft-charges
2016-05-22T17:09:31Z,"Sir Philip Green could help draft law to protect pensioners, says MP",https://www.theguardian.com/business/2016/may/22/sir-philip-green-could-help-draft-law-to-protect-pensioners-says-mp
2016-05-22T16:21:41Z,"Unrest slows UK travel to Egypt, Tunisia and Turkey",https://www.theguardian.com/business/2016/may/22/unrest-slows-uk-travel-to-egypt-tunisia-and-turkey
2016-05-22T15:44:46Z,The laser that can spot dangerous bacteria in food,https://www.theguardian.com/business/2016/may/22/the-innovators-the-laser-that-can-spot-bacteria-in-food
2016-05-22T11:15:18Z,"George Osborne, the really unfortunate chancellor",https://www.theguardian.com/business/2016/may/22/george-osborne-the-really-unfortunate-chancellor-budget-deficit-trade-deficit
2016-05-22T08:00:37Z,Flexibility is the new injustice inflicted on the working class,https://www.theguardian.com/business/2016/may/22/flexibility-new-injustice-inflicted-working-class-economic-growth
2016-05-22T08:00:37Z,"A hard place for BHS, however you say it",https://www.theguardian.com/business/2016/may/22/bhs-inquiry-arcadia-swiss-rock
2016-05-22T08:00:37Z,"This time in the euro debt crisis, the IMF will come bearing gifts for the Greeks",https://www.theguardian.com/business/2016/may/22/greece-euro-debt-crisis-imf-bearing-gifts
2016-05-23T23:01:27Z,Bricklayers benefit from rising demand in construction sector,https://www.theguardian.com/business/2016/may/24/bricklayers-benefit-rising-demand-construction-sector
2016-05-23T20:13:03Z,"BHS collapse: Philip Green was warned about buyer, MPs hear",https://www.theguardian.com/business/2016/may/23/bhs-collapse-sir-philip-green-was-warned-about-buyer-mps-hear
2016-05-23T20:01:50Z,Lawsuit accusing 16 big banks of Libor manipulation reinstated by US court,https://www.theguardian.com/business/2016/may/23/libor-manipulation-lawsuit-hsbc-barclays-ubs-bank-of-america-deutsche
2016-05-23T19:28:13Z,"BHS inquiry, act III: enter the bankers and lawyers",https://www.theguardian.com/business/nils-pratley-on-finance/2016/may/23/bhs-inquiry-act-iii-enter-the-bankers-and-lawyers
2016-05-23T18:52:02Z,Tata Steel UK bids submitted ahead of crucial Mumbai meeting,https://www.theguardian.com/business/2016/may/23/tata-steel-uk-bids-expected-mumbai-talks-sanjeev-gupta-liberty-house-
2016-05-23T18:13:26Z,Axa to divest €1.8bn of tobacco investments,https://www.theguardian.com/business/2016/may/23/axa-to-divest-18bn-of-tobacco-investments
2016-05-23T17:55:38Z,IMF tells EU it must give Greece unconditional debt relief,https://www.theguardian.com/business/2016/may/23/imf-warns-eu-bailout-greece-debt-relief
2016-05-23T17:21:29Z,"Greece close to bailout funds after austerity vote, but IMF warns on debt - as it happened",https://www.theguardian.com/business/live/2016/may/23/greece-bailout-funds-austerity-eurozone-economy-live
2016-05-23T17:10:46Z,Ryanair fares cut could prompt price war,https://www.theguardian.com/business/2016/may/23/ryanair-to-cut-fares-by-as-much-as-12-percent-price-war
2016-05-23T16:17:14Z,Competition watchdog objects to Land Registry sell-off,https://www.theguardian.com/business/2016/may/23/cma-objects-land-registry-privatisation
2016-05-23T10:40:15Z,Bayer bids $62bn for GM seed giant Monsanto,https://www.theguardian.com/business/2016/may/23/bayer-bids-62-billion-dollars-for-monsanto-agriculture-gm
2016-05-23T08:39:37Z,FTSE shrugs off early losses as Royal Mail leads the way higher,https://www.theguardian.com/business/marketforceslive/2016/may/23/ftse-shrugs-off-early-losses-as-royal-mail-leads-the-way-higher
2016-05-23T02:03:31Z,Nurofen false pain claims: consumer watchdog appeals 'inadequate' fine,https://www.theguardian.com/business/2016/may/23/nurofen-false-pain-claims-consumer-watchdog-appeals-inadequate-fine
2016-05-23T00:58:40Z,Jobs and growth slogan may haunt Coalition as economic outlook droops | Greg Jericho,https://www.theguardian.com/business/grogonomics/2016/may/23/pre-election-2016-fiscal-and-economic-outlook-weakness-labor-coalition
2016-05-24T23:01:23Z,IFS warns Brexit would extend austerity for two more years,https://www.theguardian.com/business/2016/may/25/ifs-brexit-extend-austerity-budget-deficit-eu-referendum
2016-05-24T20:43:16Z,Toyota and Volkswagen invest in ride-hailing apps: 'the future of mobility',https://www.theguardian.com/business/2016/may/24/toyota-volkswagon-invest-uber-gett-ride-hailing-apps
2016-05-24T19:12:38Z,Mark Carney should keep cool on Brexit. He's done nothing wrong,https://www.theguardian.com/business/nils-pratley-on-finance/2016/may/24/mark-carney-brexit-questions-jacob-rees-mogg
2016-05-24T18:18:02Z,BHS collapse: former Mothercare and Burton chief leads rescue bid,https://www.theguardian.com/business/2016/may/24/bhs-collapse-greg-tufnell-rescue-bid-soares-dos-santos
2016-05-24T17:48:02Z,Clydesdale Bank hit by £450m of new PPI charges,https://www.theguardian.com/business/2016/may/24/clydesdale-bank-hit-with-450m-pounds-in-new-ppi-charges
2016-05-24T17:29:00Z,Challenger banks accuse watchdog of naivety over big four dominance,https://www.theguardian.com/business/2016/may/24/challenger-banks-accuse-watchdog-cma-naivety-big-four-dominance
2016-05-24T16:27:29Z,Exxon investors aim to force reckoning with impact of climate change policies,https://www.theguardian.com/business/2016/may/24/exxonmobil-shareholders-climate-change-impact-investments
2016-05-24T16:17:32Z,Nationwide plans mortgages shakeup to help defend profits,https://www.theguardian.com/business/2016/may/24/nationwide-says-mortgage-lending-back-at-pre-crisis-levels
2016-05-24T16:06:56Z,FCA warns UK banks on using money laundering rules to close accounts,https://www.theguardian.com/business/2016/may/24/fca-warns-uk-banks-money-laundering-rules-close-accounts-excuse
2016-05-24T16:05:20Z,Spotify revenues surge 80% to more than £1.5bn,https://www.theguardian.com/business/2016/may/24/spotify-revenues-surge-80-to-more-than-13bn
2016-05-24T15:00:00Z,"UK Asset Resolution deal triggers bonuses for 2,000 employees",https://www.theguardian.com/business/2016/may/24/uk-asset-resolution-northern-rock-deal-triggers-bonuses-2000-employees
2016-05-24T14:40:21Z,Halfords buys Tredz and Wheelies for £18.4m,https://www.theguardian.com/business/2016/may/24/halfords-buys-tredz-and-wheelies-mountain-bikes
2016-05-24T13:49:13Z,Bank of England governor rejects accusations of bias over EU referendum,https://www.theguardian.com/business/2016/may/24/bank-of-england-governor-rejects-accusations-of-bias-over-eu-referendum
2016-05-24T13:17:26Z,UK retailers expect sales to fall in EU referendum month,https://www.theguardian.com/business/2016/may/24/uk-retailers-expect-sales-to-fall-in-eu-referendum-month
2016-05-24T11:52:47Z,George Osborne's new financial year gets off to 'a disappointing start',https://www.theguardian.com/business/2016/may/24/george-osborne-financial-year-government-borrowing-deficit-reduction-ons
2016-05-24T10:57:07Z,Severn Trent bubbles up after better than expected profits,https://www.theguardian.com/business/marketforceslive/2016/may/24/severn-trent-bubbles-up-after-better-than-expected-profits
2016-05-24T08:41:06Z,"FTSE shrugs off US rate concerns, with Kingfisher boosted by positive update",https://www.theguardian.com/business/marketforceslive/2016/may/24/ftse-shrugs-off-us-rate-concerns-with-kingfisher-boosted-by-positive-update
2016-05-25T19:25:22Z,ExxonMobil CEO: ending oil production 'not acceptable for humanity',https://www.theguardian.com/business/2016/may/25/exxonmobil-ceo-oil-climate-change-oil-production
2016-05-25T19:08:57Z,Tata Steel is considering retaining UK business,https://www.theguardian.com/business/2016/may/25/tata-steel-is-considering-retaining-uk-business
2016-05-25T18:53:44Z,WTO head says leaving EU would cost UK consumers £9bn a year,https://www.theguardian.com/business/2016/may/25/wto-eu-uk-consumers-trade-deals
2016-05-25T18:12:05Z,A case that will run and run: Duracell and Energizer's court fight over rabbit mascots,https://www.theguardian.com/business/2016/may/25/duracell-energizer-court-bunny-rabbit-lawsuit-us
2016-05-25T18:07:36Z,Steve Rowe has good ideas. But we don't need to hear about 'Mrs M&S',https://www.theguardian.com/business/nils-pratley-on-finance/2016/may/25/steve-rowe-good-ideas-mrs-m-and-s-marks-spencer
2016-05-25T17:34:45Z,Asos co-founder to sell 1.3m shares to fund divorce settlement,https://www.theguardian.com/business/2016/may/25/asos-co-founder-nick-robertson-sell-shares-divorce-settlement
2016-05-25T17:27:24Z,Marks & Spencer share price plummets after turnaround warning,https://www.theguardian.com/business/2016/may/25/marks-spencer-boss-says-recovery-plan-will-weigh-on-profits-clothes
2016-05-25T17:16:04Z,"Petition against privatisation of Land Registry signed by 250,000",https://www.theguardian.com/business/2016/may/25/land-registry-privatisation-petition
2016-05-25T17:13:44Z,Lloyds Banking Group share price passes 73.6p for first time this year,https://www.theguardian.com/business/2016/may/25/lloyds-banking-group-share-price-osborne
2016-05-25T17:13:05Z,Debt campaigners criticise IMF over Greek deal - as it happened,https://www.theguardian.com/business/live/2016/may/25/greek-debt-deal-imf-eurozone-markets-shares-business-live
2016-05-25T16:36:49Z,Top Liberian politician arrested in corruption scandal,https://www.theguardian.com/business/2016/may/25/top-liberian-politician-arrested-corruption-scandal-varney-sherman-uk-mining-firm-sable
2016-05-25T16:28:29Z,Ex-McDonald's CEO suggests replacing employees with robots amid protests,https://www.theguardian.com/us-news/2016/may/25/former-mcdonalds-ceo-threatens-replace-employees-robots
2016-05-25T13:37:27Z,Philip Green 'refused to put more than £10m a year' in BHS pensions scheme,https://www.theguardian.com/business/2016/may/25/philip-green-10m-a-year-in-bhs-pensions-scheme-mps-dominic-chappell
2016-05-25T13:10:48Z,Bank of England policymaker takes aim at free accounts,https://www.theguardian.com/business/2016/may/25/bank-of-england-policymaker-martin-taylor-free-banking-teaser-rates
2016-05-25T11:37:53Z,"Shell to cut 2,200 more jobs in reaction to low oil prices",https://www.theguardian.com/business/2016/may/25/shell-cut-jobs-low-oil-prices-north-sea
2016-05-25T11:23:51Z,Hypersensitive Exxon bans Guardian from AGM,https://www.theguardian.com/business/nils-pratley-on-finance/2016/may/25/guardian-banned-from-exxon-agm-for-lack-of-objectivity-on-climate-change
2016-05-25T10:34:44Z,Legal & General understates CEO's pay in annual report,https://www.theguardian.com/business/blog/2016/may/25/legal-general-understates-chief-executives-pay-in-annual-report
2016-05-25T10:04:12Z,Tata Steel UK: David Cameron urges caution on jobs deal,https://www.theguardian.com/business/2016/may/25/tata-steel-uk-david-cameron-urges-caution-on-jobs-deal
2016-05-25T10:01:42Z,Tesco shares slip on property and growth concerns,https://www.theguardian.com/business/marketforceslive/2016/may/25/tesco-shares-slip-on-property-and-growth-concerns
2016-05-25T10:00:37Z,ExxonMobil tried to censor climate scientists to Congress during Bush era,https://www.theguardian.com/business/2016/may/25/exxonmobil-climate-change-scientists-congress-george-w-bush
2016-05-25T09:38:51Z,Royal Mail escapes price caps after Ofcom says service working well,https://www.theguardian.com/business/2016/may/25/royal-mail-escapes-price-caps-after-ofcom-says-service-working-well
2016-05-25T08:42:04Z,"FTSE boosted by Greek deal, while M&S falls and Dixons Carphone climbs",https://www.theguardian.com/business/marketforceslive/2016/may/25/ftse-boosted-by-greek-deal-while-ms-falls-and-dixons-carphone-climbs
2016-05-25T01:42:57Z,Eurozone reaches breakthrough on Greek bailout and debt relief - as it happened,https://www.theguardian.com/business/live/2016/may/24/eurozone-greek-bailout-debt-relief-business-live
2016-05-26T19:58:33Z,No jobs and growth joy for Coalition in latest investment figures | Greg Jericho,https://www.theguardian.com/business/grogonomics/2016/may/27/no-jobs-and-growth-joy-for-coalition-in-latest-investment-figures
2016-05-26T19:19:13Z,Tweaking pensions law to save Tata Steel UK would be a risky move,https://www.theguardian.com/business/nils-pratley-on-finance/2016/may/26/tweaking-pensions-law-save-tata-steel-uk-risky-move
2016-05-26T18:45:32Z,Portuguese-backed consortium close to deal for BHS,https://www.theguardian.com/business/2016/may/26/portuguese-backed-consortium-close-to-deal-for-bhs
2016-05-26T18:35:27Z,Shell says it will limit solar investment until it proves profitable,https://www.theguardian.com/business/2016/may/26/shell-limit-solar-investment-until-profitable
2016-05-26T18:03:02Z,MPs tell Mike Ashley they will not visit Sports Direct head office,https://www.theguardian.com/business/2016/may/26/mps-mike-ashley-not-visit-sports-direct-head-office
2016-05-26T17:16:16Z,Tata Steel pension chief backs controversial cuts,https://www.theguardian.com/business/2016/may/26/tata-steel-pension-chief-backs-controversial-cuts
2016-05-26T17:15:15Z,McDonald's CEO: robots won't replace workers despite tech opportunities,https://www.theguardian.com/business/2016/may/26/mcdonalds-robots-replace-workers-steve-easterbrook
2016-05-26T17:02:33Z,MPs demand reassurances from Sajid Javid over British Steel pensions - as it happened,https://www.theguardian.com/business/live/2016/may/26/oil-50-per-barrel-uk-economy-eu-g7-greece-live
2016-05-26T16:58:21Z,Oil price rises above $50 a barrel,https://www.theguardian.com/business/2016/may/26/oil-price-rises-above-50-dollars-barrel
2016-05-26T16:42:23Z,Dong Energy IPO to value windfarm operator at £11bn,https://www.theguardian.com/business/2016/may/26/dong-energy-ipo-value-windfarm-operator-11bn
2016-05-26T14:30:39Z,Sir Denys Henderson obituary,https://www.theguardian.com/business/2016/may/26/sir-denys-henderson-obituary
2016-05-26T14:14:40Z,Debenhams poaches Amazon's Sergio Bucher as new CEO,https://www.theguardian.com/business/2016/may/26/debenhams-hires-amazons-sergio-bucher-as-new-chief-executive
2016-05-26T14:04:59Z,Number of UK 'Neets' increases for second consecutive quarter,https://www.theguardian.com/business/2016/may/26/number-of-uk-neets-increases-for-second-consecutive-quarter
